Datum;Tijd;Parameter;Locatie;Waarde;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
1-1-2022;15:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;14;cm;183;graden;-999999999;NVT;
1-1-2022;15:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;14;cm;182;graden;-999999999;NVT;
1-1-2022;15:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;14;cm;180;graden;-999999999;NVT;
1-1-2022;15:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;15;cm;182;graden;-999999999;NVT;
1-1-2022;15:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;15;cm;181;graden;-999999999;NVT;
1-1-2022;15:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;183;graden;-999999999;NVT;
1-1-2022;16:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;179;graden;-999999999;NVT;
1-1-2022;16:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;181;graden;-999999999;NVT;
1-1-2022;16:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;180;graden;-999999999;NVT;
1-1-2022;16:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;177;graden;-999999999;NVT;
1-1-2022;16:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;175;graden;-999999999;NVT;
1-1-2022;16:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;177;graden;-999999999;NVT;
1-1-2022;17:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;175;graden;-999999999;NVT;
1-1-2022;17:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;179;graden;-999999999;NVT;
1-1-2022;17:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;178;graden;-999999999;NVT;
1-1-2022;17:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;180;graden;-999999999;NVT;
1-1-2022;17:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;181;graden;-999999999;NVT;
1-1-2022;17:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;182;graden;-999999999;NVT;
1-1-2022;18:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;181;graden;-999999999;NVT;
1-1-2022;18:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;180;graden;-999999999;NVT;
1-1-2022;18:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;180;graden;-999999999;NVT;
1-1-2022;18:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;179;graden;-999999999;NVT;
1-1-2022;18:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;22;cm;177;graden;-999999999;NVT;
1-1-2022;18:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;23;cm;177;graden;-999999999;NVT;
1-1-2022;19:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;23;cm;182;graden;-999999999;NVT;
1-1-2022;19:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;182;graden;-999999999;NVT;
1-1-2022;19:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;189;graden;-999999999;NVT;
1-1-2022;19:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;190;graden;-999999999;NVT;
1-1-2022;19:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;189;graden;-999999999;NVT;
1-1-2022;19:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;186;graden;-999999999;NVT;
1-1-2022;20:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;187;graden;-999999999;NVT;
1-1-2022;20:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;188;graden;-999999999;NVT;
1-1-2022;20:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;190;graden;-999999999;NVT;
1-1-2022;20:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;188;graden;-999999999;NVT;
1-1-2022;20:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;184;graden;-999999999;NVT;
1-1-2022;20:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;185;graden;-999999999;NVT;
1-1-2022;21:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;188;graden;-999999999;NVT;
1-1-2022;21:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;190;graden;-999999999;NVT;
1-1-2022;21:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;186;graden;-999999999;NVT;
1-1-2022;21:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;186;graden;-999999999;NVT;
1-1-2022;21:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;187;graden;-999999999;NVT;
1-1-2022;21:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;185;graden;-999999999;NVT;
1-1-2022;22:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;186;graden;-999999999;NVT;
1-1-2022;22:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;187;graden;-999999999;NVT;
1-1-2022;22:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;187;graden;-999999999;NVT;
1-1-2022;22:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;182;graden;-999999999;NVT;
1-1-2022;22:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;188;graden;-999999999;NVT;
1-1-2022;22:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;188;graden;-999999999;NVT;
1-1-2022;23:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;187;graden;-999999999;NVT;
1-1-2022;23:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;188;graden;-999999999;NVT;
1-1-2022;23:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;189;graden;-999999999;NVT;
1-1-2022;23:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;191;graden;-999999999;NVT;
1-1-2022;23:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;186;graden;-999999999;NVT;
1-1-2022;23:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;184;graden;-999999999;NVT;
2-1-2022;00:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;188;graden;-999999999;NVT;
2-1-2022;00:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;193;graden;-999999999;NVT;
2-1-2022;00:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;195;graden;-999999999;NVT;
2-1-2022;00:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;193;graden;-999999999;NVT;
2-1-2022;00:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;192;graden;-999999999;NVT;
2-1-2022;00:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;192;graden;-999999999;NVT;
2-1-2022;01:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;194;graden;-999999999;NVT;
2-1-2022;01:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;196;graden;-999999999;NVT;
2-1-2022;01:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;196;graden;-999999999;NVT;
2-1-2022;01:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;203;graden;-999999999;NVT;
2-1-2022;01:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;207;graden;-999999999;NVT;
2-1-2022;01:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;215;graden;-999999999;NVT;
2-1-2022;02:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;214;graden;-999999999;NVT;
2-1-2022;02:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;212;graden;-999999999;NVT;
2-1-2022;02:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;16;cm;208;graden;-999999999;NVT;
2-1-2022;02:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;15;cm;202;graden;-999999999;NVT;
2-1-2022;02:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;14;cm;196;graden;-999999999;NVT;
2-1-2022;02:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;13;cm;193;graden;-999999999;NVT;
2-1-2022;03:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;13;cm;189;graden;-999999999;NVT;
2-1-2022;03:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;12;cm;188;graden;-999999999;NVT;
2-1-2022;03:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;12;cm;191;graden;-999999999;NVT;
2-1-2022;03:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;13;cm;192;graden;-999999999;NVT;
2-1-2022;03:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;14;cm;193;graden;-999999999;NVT;
2-1-2022;03:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;15;cm;198;graden;-999999999;NVT;
2-1-2022;04:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;16;cm;200;graden;-999999999;NVT;
2-1-2022;04:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;198;graden;-999999999;NVT;
2-1-2022;04:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;194;graden;-999999999;NVT;
2-1-2022;04:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;16;cm;193;graden;-999999999;NVT;
2-1-2022;04:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;16;cm;192;graden;-999999999;NVT;
2-1-2022;04:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;197;graden;-999999999;NVT;
2-1-2022;05:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;205;graden;-999999999;NVT;
2-1-2022;05:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;205;graden;-999999999;NVT;
2-1-2022;05:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;203;graden;-999999999;NVT;
2-1-2022;05:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;198;graden;-999999999;NVT;
2-1-2022;05:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;200;graden;-999999999;NVT;
2-1-2022;05:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;202;graden;-999999999;NVT;
2-1-2022;06:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;203;graden;-999999999;NVT;
2-1-2022;06:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;202;graden;-999999999;NVT;
2-1-2022;06:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;203;graden;-999999999;NVT;
2-1-2022;06:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;203;graden;-999999999;NVT;
2-1-2022;06:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;200;graden;-999999999;NVT;
2-1-2022;06:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;196;graden;-999999999;NVT;
2-1-2022;07:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;191;graden;-999999999;NVT;
2-1-2022;07:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;190;graden;-999999999;NVT;
2-1-2022;07:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;204;graden;-999999999;NVT;
2-1-2022;07:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;213;graden;-999999999;NVT;
2-1-2022;07:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;22;cm;222;graden;-999999999;NVT;
2-1-2022;07:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;22;cm;224;graden;-999999999;NVT;
2-1-2022;08:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;217;graden;-999999999;NVT;
2-1-2022;08:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;216;graden;-999999999;NVT;
2-1-2022;08:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;217;graden;-999999999;NVT;
2-1-2022;08:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;214;graden;-999999999;NVT;
2-1-2022;08:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;209;graden;-999999999;NVT;
2-1-2022;08:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;208;graden;-999999999;NVT;
2-1-2022;09:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;202;graden;-999999999;NVT;
2-1-2022;09:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;201;graden;-999999999;NVT;
2-1-2022;09:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;25;cm;206;graden;-999999999;NVT;
2-1-2022;09:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;31;cm;207;graden;-999999999;NVT;
2-1-2022;09:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;33;cm;206;graden;-999999999;NVT;
2-1-2022;09:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;31;cm;210;graden;-999999999;NVT;
2-1-2022;10:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;29;cm;208;graden;-999999999;NVT;
2-1-2022;10:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;29;cm;201;graden;-999999999;NVT;
2-1-2022;10:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;31;cm;204;graden;-999999999;NVT;
2-1-2022;10:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;36;cm;207;graden;-999999999;NVT;
2-1-2022;10:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;40;cm;208;graden;-999999999;NVT;
2-1-2022;10:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;41;cm;205;graden;-999999999;NVT;
2-1-2022;11:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;40;cm;205;graden;-999999999;NVT;
2-1-2022;11:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;40;cm;205;graden;-999999999;NVT;
2-1-2022;11:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;39;cm;204;graden;-999999999;NVT;
2-1-2022;11:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;37;cm;206;graden;-999999999;NVT;
2-1-2022;11:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;40;cm;207;graden;-999999999;NVT;
2-1-2022;11:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;47;cm;209;graden;-999999999;NVT;
2-1-2022;12:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;50;cm;209;graden;-999999999;NVT;
2-1-2022;12:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;46;cm;210;graden;-999999999;NVT;
2-1-2022;12:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;40;cm;208;graden;-999999999;NVT;
2-1-2022;12:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;39;cm;212;graden;-999999999;NVT;
2-1-2022;12:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;39;cm;216;graden;-999999999;NVT;
2-1-2022;12:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;39;cm;216;graden;-999999999;NVT;
2-1-2022;13:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;40;cm;215;graden;-999999999;NVT;
2-1-2022;13:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;38;cm;220;graden;-999999999;NVT;
2-1-2022;13:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;37;cm;227;graden;-999999999;NVT;
2-1-2022;13:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;37;cm;234;graden;-999999999;NVT;
2-1-2022;13:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;37;cm;238;graden;-999999999;NVT;
2-1-2022;13:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;33;cm;240;graden;-999999999;NVT;
2-1-2022;14:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;30;cm;239;graden;-999999999;NVT;
2-1-2022;14:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;30;cm;239;graden;-999999999;NVT;
2-1-2022;14:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;31;cm;237;graden;-999999999;NVT;
2-1-2022;14:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;30;cm;237;graden;-999999999;NVT;
2-1-2022;14:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;28;cm;240;graden;-999999999;NVT;
2-1-2022;14:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;27;cm;239;graden;-999999999;NVT;
2-1-2022;15:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;26;cm;238;graden;-999999999;NVT;
2-1-2022;15:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;27;cm;236;graden;-999999999;NVT;
2-1-2022;15:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;27;cm;236;graden;-999999999;NVT;
2-1-2022;15:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;23;cm;237;graden;-999999999;NVT;
2-1-2022;15:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;23;cm;237;graden;-999999999;NVT;
2-1-2022;15:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;23;cm;234;graden;-999999999;NVT;
2-1-2022;16:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;233;graden;-999999999;NVT;
2-1-2022;16:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;231;graden;-999999999;NVT;
2-1-2022;16:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;224;graden;-999999999;NVT;
2-1-2022;16:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;17;cm;216;graden;-999999999;NVT;
2-1-2022;16:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;18;cm;212;graden;-999999999;NVT;
2-1-2022;16:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;19;cm;216;graden;-999999999;NVT;
2-1-2022;17:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;216;graden;-999999999;NVT;
2-1-2022;17:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;212;graden;-999999999;NVT;
2-1-2022;17:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;20;cm;213;graden;-999999999;NVT;
2-1-2022;17:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;215;graden;-999999999;NVT;
2-1-2022;17:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;213;graden;-999999999;NVT;
2-1-2022;17:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;Nes;21;cm;215;graden;-999999999;NVT;
